Event_Date,Channel,Campaign,Browser_type,Engagement_Phase,Users,Sessions,Costs,Influenced_Conversions,Attributed_Initializer_Conversions,Attributed_Holder_Conversions,Attributed_Closer_Conversions,Attributed_IHC_Conversions,Attributed_IHC_Revenue
16-04-20,Social Remarketing,Campaign_0074,Browser,New Customer Engagement,7,7,,3,0.4,1.07,0.35,0.607,
16-04-20,Social Remarketing,Campaign_0074,Browser (mobile),New Customer Engagement,193,219,,18,3.41,3.32,3.46,3.396,
16-04-20,Social Remarketing,Campaign_0074,Browser (mobile),Return Customer Engagement,8,10,,8,0.83,0.83,0.33,0.665,17.657
16-04-20,Social Remarketing,Campaign_0180,Browser,New Customer Engagement,1,1,,0,,,,,
16-04-20,Social Remarketing,Campaign_0180,Browser (mobile),New Customer Engagement,22,23,,0,,,,,
16-04-20,Social Remarketing,Campaign_0180,Browser (mobile),Return Customer Engagement,2,2,,4,0,1.42,0,0.473,56.459
16-04-20,Social Remarketing,Campaign_0232,Browser (mobile),New Customer Engagement,1,3,,0,,,,,
16-04-20,Social Remarketing,Campaign_0288,Browser (mobile),New Customer Engagement,1,4,,0,,,,,
16-04-20,Social Remarketing,Campaign_0334,Browser,New Customer Engagement,27,27,,3,0.31,0.33,1.43,0.689,16.183
16-04-20,Social Remarketing,Campaign_0334,Browser (mobile),New Customer Engagement,260,279,,15,3.97,4.95,5.69,4.868,
16-04-20,Social Remarketing,Campaign_0334,Browser (mobile),Return Customer Engagement,9,10,,10,2.26,2.98,3.64,2.962,310.838
16-04-20,Social Remarketing,Campaign_0342,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
16-04-20,Social Remarketing,Campaign_0345,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
16-04-20,Social Remarketing,Campaign_0348,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
16-04-20,Social Remarketing,Campaign_0348,Browser (mobile),Return Customer Engagement,1,1,,2,0,0.35,0,0.115,4.646
16-04-20,Social Remarketing,Campaign_0418,Browser,New Customer Engagement,2,2,,0,,,,,
16-04-20,Social Remarketing,Campaign_0418,Browser (mobile),New Customer Engagement,30,34,,1,0.09,0.11,0,0.067,
16-04-20,Social Remarketing,Campaign_0418,Browser (mobile),Return Customer Engagement,3,3,,3,1,0.5,1.5,1,70.497
16-04-20,Social Remarketing,Campaign_0435,Browser (mobile),New Customer Engagement,1,3,,0,,,,,
16-04-20,Social Remarketing,Campaign_0478,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
16-04-20,Social Remarketing,Campaign_0499,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
16-04-20,Social Remarketing,Campaign_0542,Browser (mobile),New Customer Engagement,1,2,,0,,,,,
16-04-20,Social Remarketing,Campaign_0615,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
16-04-20,Social Remarketing,Campaign_0646,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
16-04-20,Social Remarketing,Campaign_0756,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
16-04-20,Social Remarketing,Campaign_0788,Browser (mobile),New Customer Engagement,10,10,,0,,,,,
16-04-20,Social Remarketing,Campaign_0843,Browser (mobile),New Customer Engagement,2,2,,0,,,,,
16-04-20,Social Remarketing,Campaign_0844,Browser,New Customer Engagement,7,7,,0,,,,,
16-04-20,Social Remarketing,Campaign_0844,Browser,Return Customer Engagement,1,1,,1,0.15,0,0.33,0.162,2.14
16-04-20,Social Remarketing,Campaign_0844,Browser (mobile),New Customer Engagement,114,129,,6,0.83,0.34,1.83,1.001,
16-04-20,Social Remarketing,Campaign_0844,Browser (mobile),Return Customer Engagement,4,4,,5,0.28,1.21,0.59,0.695,14.649
16-04-20,Social Remarketing,Campaign_0845,Browser,New Customer Engagement,1,1,,0,,,,,
16-04-20,Social Remarketing,Campaign_0845,Browser (mobile),New Customer Engagement,17,20,,0,,,,,
16-04-20,Social Remarketing,Campaign_0845,Browser (mobile),Return Customer Engagement,3,6,,4,0.07,0.42,0.74,0.407,5.432
16-04-20,Social Remarketing,Campaign_0848,Browser (mobile),New Customer Engagement,22,26,,0,,,,,
16-04-20,Social Remarketing,Campaign_0848,Browser (mobile),Return Customer Engagement,3,3,,40,0.24,0.05,0.17,0.156,2.085
16-04-20,Social Remarketing,Campaign_0853,Browser (mobile),New Customer Engagement,41,46,,5,1.1,0.47,0.47,0.681,
16-04-20,Social Remarketing,Campaign_0853,Browser (mobile),Return Customer Engagement,6,8,,6,1.03,1.6,1.66,1.432,11.828
16-04-20,Social Remarketing,Campaign_0860,Browser,New Customer Engagement,1,1,,0,,,,,
16-04-20,Social Remarketing,Campaign_0860,Browser (mobile),New Customer Engagement,17,20,,3,0.13,0.6,0.77,0.499,
16-04-20,Social Remarketing,Campaign_0860,Browser (mobile),Return Customer Engagement,2,2,,2,0.04,1.06,0,0.366,31.867
16-04-20,Video Marketing,Campaign_0001,Browser,New Customer Engagement,189,193,,14,7.6,7.66,8.39,7.885,
16-04-20,Video Marketing,Campaign_0001,Browser,Return Customer Engagement,2,3,,2,1,1.52,1.16,1.228,72.247
16-04-20,Video Marketing,Campaign_0001,Browser (mobile),New Customer Engagement,320,326,,24,8.69,6.09,7.8,7.528,
16-04-20,Video Marketing,Campaign_0001,Browser (mobile),Return Customer Engagement,2,3,,2,1.08,0,0,0.361,5.465
16-04-20,YouTube Video Ads,Campaign_0001,Browser,New Customer Engagement,167,168,,24,10.94,10.87,18.39,13.401,
16-04-20,YouTube Video Ads,Campaign_0001,Browser (mobile),New Customer Engagement,179,181,,20,5.48,6.44,11.94,7.954,
16-04-20,YouTube Video Ads,Campaign_0001,Browser (mobile),Return Customer Engagement,3,3,,4,0.07,0.16,0.68,0.302,2.014
17-04-20,Affiliates,Campaign_0001,Browser,New Customer Engagement,3,3,,0,,,,,
17-04-20,Affiliates,Campaign_0012,Browser,New Customer Engagement,119,134,,30,5.24,9.11,11.23,8.526,
17-04-20,Affiliates,Campaign_0012,Browser,Return Customer Engagement,5,5,,4,1,2.18,1.37,1.518,86.033
17-04-20,Affiliates,Campaign_0012,Browser (mobile),New Customer Engagement,249,295,,49,6.48,8.59,13.67,9.582,
17-04-20,Affiliates,Campaign_0012,Browser (mobile),Return Customer Engagement,10,12,,7,0.14,2.42,2.14,1.565,10.422
17-04-20,Affiliates,Campaign_0164,Browser,New Customer Engagement,1,1,,3,0,0.04,0,0.014,0.542
17-04-20,Affiliates,Campaign_0333,Browser,New Customer Engagement,1,1,,0,,,,,
17-04-20,Affiliates,Campaign_0333,Browser (mobile),New Customer Engagement,3,3,,0,,,,,
17-04-20,Affiliates,Campaign_0335,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Affiliates,Campaign_0351,Browser (mobile),New Customer Engagement,2,2,,0,,,,,
17-04-20,Affiliates,Campaign_0358,Browser,Return Customer Engagement,1,1,,1,0,0.02,0,0.008,0.068
17-04-20,Affiliates,Campaign_0362,Browser,New Customer Engagement,3,4,,0,,,,,
17-04-20,Affiliates,Campaign_0362,Browser (mobile),New Customer Engagement,15,16,,1,0,0.33,0,0.111,
17-04-20,Affiliates,Campaign_0366,Browser,New Customer Engagement,1,2,,0,,,,,
17-04-20,Affiliates,Campaign_0366,Browser (mobile),New Customer Engagement,2,2,,0,,,,,
17-04-20,Affiliates,Campaign_0376,Browser (mobile),New Customer Engagement,1,2,,0,,,,,
17-04-20,Affiliates,Campaign_0385,Browser,New Customer Engagement,1,1,,0,,,,,
17-04-20,Affiliates,Campaign_0388,Browser,New Customer Engagement,3,8,,2,0,0.01,0,0.002,0.092
17-04-20,Affiliates,Campaign_0388,Browser (mobile),New Customer Engagement,3,3,,0,,,,,
17-04-20,Affiliates,Campaign_0389,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Affiliates,Campaign_0419,Browser (mobile),New Customer Engagement,4,4,,0,,,,,
17-04-20,Affiliates,Campaign_0426,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Affiliates,Campaign_0473,Browser,New Customer Engagement,5,5,,2,1,0.58,0,0.528,39.456
17-04-20,Affiliates,Campaign_0473,Browser (mobile),New Customer Engagement,3,5,,0,,,,,
17-04-20,Affiliates,Campaign_0479,Browser (mobile),New Customer Engagement,2,2,,0,,,,,
17-04-20,Affiliates,Campaign_0486,Browser (mobile),New Customer Engagement,2,2,,0,,,,,
17-04-20,Affiliates,Campaign_0767,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Affiliates,Campaign_0858,Browser,New Customer Engagement,6,6,,2,0.29,0.64,0.89,0.605,
17-04-20,Affiliates,Campaign_0858,Browser (mobile),New Customer Engagement,17,21,,1,0,0,0.25,0.083,
17-04-20,Affiliates,Campaign_0858,Browser (mobile),Return Customer Engagement,1,1,,1,0,0.5,1,0.5,15.495
17-04-20,Affiliates,Campaign_0871,Browser (mobile),New Customer Engagement,17,22,,2,1,1,1.43,1.143,
17-04-20,Affiliates,Campaign_0871,Browser (mobile),Return Customer Engagement,2,2,,2,0.44,0.16,1,0.535,4.421
17-04-20,Affiliates,Campaign_0888,Browser,New Customer Engagement,2,2,,0,,,,,
17-04-20,Affiliates,Campaign_0888,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Affiliates,Campaign_0890,Browser,New Customer Engagement,2,2,,0,,,,,
17-04-20,Affiliates,Campaign_0890,Browser (mobile),New Customer Engagement,6,6,,0,,,,,
17-04-20,Affiliates,Campaign_0903,Browser (mobile),New Customer Engagement,2,2,,0,,,,,
17-04-20,Affiliates,Campaign_0940,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Direct Traffic,Campaign_0001,Browser,New Customer Engagement,3362,3383,,208,34.03,39.04,57.42,43.498,
17-04-20,Direct Traffic,Campaign_0001,Browser,Return Customer Engagement,175,175,,205,23.74,31.36,69.81,41.637,4583.852
17-04-20,Direct Traffic,Campaign_0001,Browser (mobile),New Customer Engagement,6784,6803,,455,57.76,79.93,107.41,81.702,
17-04-20,Direct Traffic,Campaign_0001,Browser (mobile),Return Customer Engagement,371,374,,443,47.67,72.79,124.36,81.609,2933.828
17-04-20,Display,Campaign_0001,Browser,New Customer Engagement,1,1,,0,,,,,
17-04-20,Display,Campaign_0001,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0001,Browser,New Customer Engagement,26,28,,12,0,2.81,4.37,2.393,
17-04-20,Email,Campaign_0001,Browser,Return Customer Engagement,2,2,,2,0.06,0.02,0.49,0.19,4.788
17-04-20,Email,Campaign_0001,Browser (mobile),New Customer Engagement,64,69,,26,0,4.13,3.73,2.621,22.014
17-04-20,Email,Campaign_0001,Browser (mobile),Return Customer Engagement,3,3,,4,0,0.51,1.17,0.56,29.164
17-04-20,Email,Campaign_0002,Browser,New Customer Engagement,3,3,,0,,,,,
17-04-20,Email,Campaign_0002,Browser,Return Customer Engagement,1,1,,1,0,0,0.5,0.167,5.785
17-04-20,Email,Campaign_0002,Browser (mobile),New Customer Engagement,9,10,,0,,,,,
17-04-20,Email,Campaign_0002,Browser (mobile),Return Customer Engagement,2,2,,2,0,0.25,0.83,0.361,13.802
17-04-20,Email,Campaign_0003,Browser,New Customer Engagement,29,35,,0,,,,,
17-04-20,Email,Campaign_0003,Browser,Return Customer Engagement,8,10,,8,2.25,4.48,2.45,3.059,387.16
17-04-20,Email,Campaign_0003,Browser (mobile),New Customer Engagement,114,147,,6,0.49,0.61,0.32,0.474,
17-04-20,Email,Campaign_0003,Browser (mobile),Return Customer Engagement,7,13,,7,1.59,2.56,2.57,2.24,88.874
17-04-20,Email,Campaign_0004,Browser,New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0007,Browser,New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0007,Browser (mobile),New Customer Engagement,5,8,,0,,,,,
17-04-20,Email,Campaign_0011,Browser (mobile),New Customer Engagement,2,3,,0,,,,,
17-04-20,Email,Campaign_0019,Browser,New Customer Engagement,17,23,,0,,,,,
17-04-20,Email,Campaign_0019,Browser (mobile),New Customer Engagement,104,143,,6,0.39,0.6,0.19,0.392,
17-04-20,Email,Campaign_0019,Browser (mobile),Return Customer Engagement,7,7,,8,0.1,0.26,0.36,0.238,5.905
17-04-20,Email,Campaign_0020,Browser,New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0020,Browser (mobile),New Customer Engagement,9,12,,6,0,0.04,0.26,0.1,
17-04-20,Email,Campaign_0020,Browser (mobile),Return Customer Engagement,1,1,,1,0,0.25,0.33,0.195,7.433
17-04-20,Email,Campaign_0022,Browser,New Customer Engagement,3,3,,0,,,,,
17-04-20,Email,Campaign_0022,Browser (mobile),New Customer Engagement,11,13,,0,,,,,
17-04-20,Email,Campaign_0022,Browser (mobile),Return Customer Engagement,2,2,,2,0,0.5,0.71,0.405,19.182
17-04-20,Email,Campaign_0023,Browser,Return Customer Engagement,1,1,,1,1,1,1,1,26.54
17-04-20,Email,Campaign_0023,Browser (mobile),New Customer Engagement,2,2,,0,,,,,
17-04-20,Email,Campaign_0025,Browser,New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0025,Browser (mobile),New Customer Engagement,2,2,,6,0,0.12,0,0.041,1.071
17-04-20,Email,Campaign_0026,Browser,New Customer Engagement,10,13,,2,0,0.1,0.47,0.188,
17-04-20,Email,Campaign_0026,Browser,Return Customer Engagement,4,4,,4,0.47,0.67,2.85,1.329,81.527
17-04-20,Email,Campaign_0026,Browser (mobile),New Customer Engagement,38,49,,1,0,0,0.27,0.089,
17-04-20,Email,Campaign_0026,Browser (mobile),Return Customer Engagement,5,8,,5,2.16,2.52,2.27,2.319,120.744
17-04-20,Email,Campaign_0035,Browser,New Customer Engagement,7,7,,1,0,0.93,0,0.31,
17-04-20,Email,Campaign_0035,Browser (mobile),New Customer Engagement,34,41,,1,0,0,0,0,
17-04-20,Email,Campaign_0036,Browser,New Customer Engagement,7,8,,0,,,,,
17-04-20,Email,Campaign_0036,Browser (mobile),New Customer Engagement,11,12,,0,,,,,
17-04-20,Email,Campaign_0036,Browser (mobile),Return Customer Engagement,1,1,,1,0,0.13,0,0.042,1.17
17-04-20,Email,Campaign_0038,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0040,Browser,Return Customer Engagement,1,1,,1,0,0,0.5,0.167,11.073
17-04-20,Email,Campaign_0040,Browser (mobile),New Customer Engagement,3,6,,0,,,,,
17-04-20,Email,Campaign_0040,Browser (mobile),Return Customer Engagement,1,3,,1,0.04,0,0.43,0.154,7.324
17-04-20,Email,Campaign_0041,Browser,New Customer Engagement,19,22,,10,0.1,1.66,3.48,1.744,
17-04-20,Email,Campaign_0041,Browser,Return Customer Engagement,5,8,,5,0,0.44,1.92,0.786,17.167
17-04-20,Email,Campaign_0041,Browser (mobile),New Customer Engagement,52,58,,21,0,2.09,6.23,2.773,
17-04-20,Email,Campaign_0041,Browser (mobile),Return Customer Engagement,10,14,,12,0,0.73,3.27,1.335,54.618
17-04-20,Email,Campaign_0042,Browser,New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0042,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0044,Browser,New Customer Engagement,8,9,,0,,,,,
17-04-20,Email,Campaign_0044,Browser,Return Customer Engagement,2,2,,2,0,0.5,1.05,0.518,19.678
17-04-20,Email,Campaign_0044,Browser (mobile),New Customer Engagement,19,21,,1,0,0.62,0,0.208,
17-04-20,Email,Campaign_0044,Browser (mobile),Return Customer Engagement,2,2,,2,0,0.13,0.14,0.09,3.06
17-04-20,Email,Campaign_0047,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0048,Browser,New Customer Engagement,7,7,,0,,,,,
17-04-20,Email,Campaign_0048,Browser (mobile),New Customer Engagement,22,26,,6,1.37,1.04,1.99,1.468,66.723
17-04-20,Email,Campaign_0048,Browser (mobile),Return Customer Engagement,5,6,,8,0.17,0.1,1,0.425,42.182
17-04-20,Email,Campaign_0049,Browser,New Customer Engagement,4,6,,1,0,0,0.32,0.108,1.88
17-04-20,Email,Campaign_0049,Browser,Return Customer Engagement,1,1,,1,0,0.04,0.25,0.096,3.196
17-04-20,Email,Campaign_0049,Browser (mobile),New Customer Engagement,19,23,,6,1,2.25,4.33,2.528,51.292
17-04-20,Email,Campaign_0049,Browser (mobile),Return Customer Engagement,1,3,,2,0.32,1.5,2,1.272,56.728
17-04-20,Email,Campaign_0051,Browser (mobile),New Customer Engagement,4,7,,6,0,0.24,0,0.082,
17-04-20,Email,Campaign_0054,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0060,Browser,New Customer Engagement,3,3,,1,0.06,0,1,0.354,
17-04-20,Email,Campaign_0060,Browser (mobile),New Customer Engagement,7,8,,1,0.84,0,0.1,0.313,
17-04-20,Email,Campaign_0060,Browser (mobile),Return Customer Engagement,1,1,,1,0,0.03,0.26,0.095,1.855
17-04-20,Email,Campaign_0061,Browser,New Customer Engagement,2,2,,1,0,0,0,0,0
17-04-20,Email,Campaign_0061,Browser,Return Customer Engagement,2,2,,6,0,0.01,1.32,0.444,30.252
17-04-20,Email,Campaign_0061,Browser (mobile),New Customer Engagement,13,17,,0,,,,,
17-04-20,Email,Campaign_0061,Browser (mobile),Return Customer Engagement,1,1,,1,0,0,0,0,0
17-04-20,Email,Campaign_0062,Browser,New Customer Engagement,5,5,,2,1,0,0.83,0.61,
17-04-20,Email,Campaign_0062,Browser,Return Customer Engagement,4,5,,4,1.24,0.54,1.47,1.086,26.031
17-04-20,Email,Campaign_0062,Browser (mobile),New Customer Engagement,16,19,,0,,,,,
17-04-20,Email,Campaign_0062,Browser (mobile),Return Customer Engagement,4,10,,4,0.68,1.5,3.27,1.817,68.687
17-04-20,Email,Campaign_0065,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0068,Browser (mobile),New Customer Engagement,2,2,,0,,,,,
17-04-20,Email,Campaign_0082,Browser,New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0082,Browser (mobile),New Customer Engagement,3,3,,0,,,,,
17-04-20,Email,Campaign_0083,Browser (mobile),New Customer Engagement,2,2,,0,,,,,
17-04-20,Email,Campaign_0085,Browser,New Customer Engagement,5,5,,0,,,,,
17-04-20,Email,Campaign_0085,Browser (mobile),New Customer Engagement,7,7,,3,0,0.01,0.13,0.047,
17-04-20,Email,Campaign_0085,Browser (mobile),Return Customer Engagement,1,1,,1,0,0,0.19,0.064,1.545
17-04-20,Email,Campaign_0086,Browser,New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0086,Browser (mobile),New Customer Engagement,1,3,,0,,,,,
17-04-20,Email,Campaign_0086,Browser (mobile),Return Customer Engagement,1,2,,1,0,0.22,0,0.073,1.396
17-04-20,Email,Campaign_0088,Browser (mobile),New Customer Engagement,2,4,,0,,,,,
17-04-20,Email,Campaign_0096,Browser,New Customer Engagement,2,2,,0,,,,,
17-04-20,Email,Campaign_0096,Browser (mobile),New Customer Engagement,6,7,,0,,,,,
17-04-20,Email,Campaign_0097,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0097,Browser (mobile),Return Customer Engagement,2,3,,2,1.24,1,1.95,1.395,112.845
17-04-20,Email,Campaign_0115,Browser (mobile),New Customer Engagement,1,2,,0,,,,,
17-04-20,Email,Campaign_0116,Browser (mobile),New Customer Engagement,2,2,,0,,,,,
17-04-20,Email,Campaign_0117,Browser,New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0119,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0126,Browser,Return Customer Engagement,2,2,,2,0.25,0.33,0,0.196,9.356
17-04-20,Email,Campaign_0126,Browser (mobile),New Customer Engagement,8,11,,1,0,0.33,0.5,0.278,
17-04-20,Email,Campaign_0126,Browser (mobile),Return Customer Engagement,2,4,,2,0.54,0.68,0.31,0.511,74.464
17-04-20,Email,Campaign_0139,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0149,Browser (mobile),New Customer Engagement,2,2,,0,,,,,
17-04-20,Email,Campaign_0157,Browser,New Customer Engagement,1,2,,0,,,,,
17-04-20,Email,Campaign_0160,Browser,New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0166,Browser,New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0169,Browser,New Customer Engagement,1,5,,0,,,,,
17-04-20,Email,Campaign_0188,Browser,New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0188,Browser (mobile),New Customer Engagement,5,6,,0,,,,,
17-04-20,Email,Campaign_0194,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0195,Browser,Return Customer Engagement,1,1,,1,0,0,0.33,0.112,5.77
17-04-20,Email,Campaign_0195,Browser (mobile),New Customer Engagement,2,2,,0,,,,,
17-04-20,Email,Campaign_0196,Browser,New Customer Engagement,2,3,,0,,,,,
17-04-20,Email,Campaign_0196,Browser (mobile),Return Customer Engagement,1,1,,1,0.25,0,0.47,0.241,20.427
17-04-20,Email,Campaign_0197,Browser (mobile),New Customer Engagement,3,4,,0,,,,,
17-04-20,Email,Campaign_0197,Browser (mobile),Return Customer Engagement,1,1,,1,0,0.24,0,0.079,4.589
17-04-20,Email,Campaign_0199,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0202,Browser (mobile),New Customer Engagement,1,1,,6,0,0.04,0.26,0.1,2.634
17-04-20,Email,Campaign_0205,Browser (mobile),New Customer Engagement,1,2,,0,,,,,
17-04-20,Email,Campaign_0214,Browser,Return Customer Engagement,2,2,,3,0,0,0.5,0.167,4.352
17-04-20,Email,Campaign_0214,Browser (mobile),New Customer Engagement,2,3,,0,,,,,
17-04-20,Email,Campaign_0216,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0223,Browser (mobile),New Customer Engagement,1,1,,6,0,0.03,0.29,0.104,2.737
17-04-20,Email,Campaign_0229,Browser,Return Customer Engagement,1,2,,1,0.18,0,0.67,0.282,14.561
17-04-20,Email,Campaign_0236,Browser (mobile),Return Customer Engagement,1,2,,1,0,0.11,0,0.036,2.001
17-04-20,Email,Campaign_0241,Browser,Return Customer Engagement,1,1,,1,1,1,1,1,70.38
17-04-20,Email,Campaign_0241,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0260,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0270,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0272,Browser,New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0279,Browser,New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0373,Browser (mobile),New Customer Engagement,2,3,,0,,,,,
17-04-20,Email,Campaign_0386,Browser (mobile),Return Customer Engagement,1,1,,1,0,0,1,0.333,19.523
17-04-20,Email,Campaign_0401,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0403,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0404,Browser,New Customer Engagement,1,1,,1,0,0,0.33,0.111,5.34
17-04-20,Email,Campaign_0431,Browser,New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0443,Browser,New Customer Engagement,2,2,,0,,,,,
17-04-20,Email,Campaign_0443,Browser (mobile),New Customer Engagement,3,5,,0,,,,,
17-04-20,Email,Campaign_0443,Browser (mobile),Return Customer Engagement,1,1,,4,0,0,0.17,0.057,1.819
17-04-20,Email,Campaign_0449,Browser,New Customer Engagement,2,2,,1,0,0,0.5,0.167,4.898
17-04-20,Email,Campaign_0449,Browser,Return Customer Engagement,2,2,,3,0,0.08,0.5,0.193,4.228
17-04-20,Email,Campaign_0449,Browser (mobile),New Customer Engagement,2,2,,0,,,,,
17-04-20,Email,Campaign_0452,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0453,Browser,Return Customer Engagement,1,1,,1,0,0.5,1,0.5,14.285
17-04-20,Email,Campaign_0464,Browser (mobile),New Customer Engagement,1,2,,0,,,,,
17-04-20,Email,Campaign_0471,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0493,Browser,New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0493,Browser (mobile),New Customer Engagement,4,4,,0,,,,,
17-04-20,Email,Campaign_0493,Browser (mobile),Return Customer Engagement,1,2,,2,0,0,0,0,0.021
17-04-20,Email,Campaign_0498,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0505,Browser (mobile),New Customer Engagement,3,4,,0,,,,,
17-04-20,Email,Campaign_0520,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0541,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0559,Browser (mobile),Return Customer Engagement,1,2,,1,0,0.08,0,0.026,1.327
17-04-20,Email,Campaign_0577,Browser (mobile),New Customer Engagement,2,2,,0,,,,,
17-04-20,Email,Campaign_0620,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0789,Browser (mobile),New Customer Engagement,3,3,,0,,,,,
17-04-20,Email,Campaign_0791,Browser,New Customer Engagement,1,2,,0,,,,,
17-04-20,Email,Campaign_0796,Browser (mobile),New Customer Engagement,2,11,,0,,,,,
17-04-20,Email,Campaign_0826,Browser (mobile),New Customer Engagement,2,2,,0,,,,,
17-04-20,Email,Campaign_0834,Browser (mobile),New Customer Engagement,4,5,,0,,,,,
17-04-20,Email,Campaign_0835,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0849,Browser,New Customer Engagement,2,2,,0,,,,,
17-04-20,Email,Campaign_0849,Browser,Return Customer Engagement,1,1,,1,0,0,0.93,0.312,6.153
17-04-20,Email,Campaign_0849,Browser (mobile),New Customer Engagement,25,25,,5,0,0.06,0,0.018,
17-04-20,Email,Campaign_0849,Browser (mobile),Return Customer Engagement,1,1,,1,0,0,0.39,0.131,9.099
17-04-20,Email,Campaign_0856,Browser,New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0856,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0864,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0864,Browser (mobile),Return Customer Engagement,1,2,,1,0,0.05,0.06,0.036,0.915
17-04-20,Email,Campaign_0869,Browser,New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0869,Browser (mobile),New Customer Engagement,1,1,,0,,,,,
17-04-20,Email,Campaign_0875,Browser,New Customer Engagement,2,5,,0,,,,,
17-04-20,Email,Campaign_0875,Browser (mobile),New Customer Engagement,4,5,,2,0,0.54,0.55,0.363,29.149
17-04-20,Email,Campaign_0875,Browser (mobile),Return Customer Engagement,1,3,,1,0,0.1,0,0.035,2.218
17-04-20,Email,Campaign_0876,Browser (mobile),New Customer Engagement,4,7,,0,,,,,
17-04-20,Email,Campaign_0876,Browser (mobile),Return Customer Engagement,2,3,,2,0,0.05,0,0.016,1.209
17-04-20,Email,Campaign_0877,Browser (mobile),New Customer Engagement,1,1,,1,0,0.5,0,0.165,11.797
17-04-20,Email,Campaign_0877,Browser (mobile),Return Customer Engagement,1,1,,1,0,0,0,0,0
